timestamp,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,timestamp_sec
1092904409454877.0,0.267343,2.54974,1.04484,0.663001,-0.19718,-0.22258,-0.687028,1092904.0
1092904442836196.0,0.270102,2.565197,1.04662,0.660896,-0.196925,-0.221934,-0.689335,1092904.0
1092904476164946.0,0.272872,2.581739,1.049121,0.660377,-0.198736,-0.220783,-0.689682,1092904.0
1092904509493696.0,0.275762,2.598656,1.052298,0.661056,-0.200355,-0.22047,-0.688662,1092904.0
1092904542850964.0,0.278357,2.615915,1.055954,0.662945,-0.201117,-0.220342,-0.686662,1092904.0
1092904576179714.0,0.281458,2.632585,1.062414,0.666769,-0.20257,-0.217077,-0.683566,1092904.0
1092904609508464.0,0.284674,2.649778,1.070852,0.6709,-0.204712,-0.216543,-0.67904,1092904.0
1092904642785728.0,0.28846,2.666754,1.079226,0.673004,-0.207552,-0.221884,-0.674356,1092904.0
1092904676114478.0,0.292682,2.682784,1.090305,0.672741,-0.214106,-0.218659,-0.673622,1092904.0
1092904709443228.0,0.29632,2.697496,1.102137,0.674004,-0.217332,-0.212641,-0.673253,1092904.0
1092904742737646.0,0.299878,2.711865,1.108823,0.67787,-0.212308,-0.214532,-0.670368,1092904.0
1092904776066396.0,0.302771,2.725564,1.120739,0.679384,-0.209778,-0.216774,-0.668909,1092904.0
1092904809395146.0,0.305561,2.739333,1.131933,0.67634,-0.215247,-0.217613,-0.669984,1092904.0
1092904842683251.0,0.307944,2.75502,1.141496,0.674316,-0.219774,-0.217024,-0.670744,1092904.0
1092904876012001.0,0.309653,2.767961,1.152607,0.674644,-0.218175,-0.218021,-0.670613,1092904.0
1092904909353853.0,0.311666,2.78382,1.162697,0.672027,-0.21954,-0.217487,-0.672965,1092904.0
1092904942682603.0,0.312976,2.797323,1.172435,0.6684,-0.222936,-0.213208,-0.676819,1092904.0
1092904976011353.0,0.313576,2.810997,1.181265,0.667918,-0.221516,-0.211152,-0.678403,1092904.0
1092905009340103.0,0.313936,2.824978,1.18884,0.667982,-0.218219,-0.209963,-0.679776,1092905.0
1092905042756810.0,0.314275,2.84104,1.194878,0.666399,-0.218638,-0.20611,-0.68237,1092905.0
1092905076085560.0,0.313851,2.85671,1.200038,0.665937,-0.218967,-0.204281,-0.683265,1092905.0
1092905109773049.0,0.312368,2.873756,1.204096,0.665635,-0.218166,-0.205833,-0.683349,1092905.0
1092905143101799.0,0.310824,2.890915,1.209356,0.664089,-0.219416,-0.206094,-0.684373,1092905.0
1092905176430549.0,0.308311,2.908224,1.215569,0.66372,-0.221157,-0.206604,-0.684018,1092905.0
1092905209751418.0,0.304773,2.926085,1.223513,0.665383,-0.221666,-0.207485,-0.681967,1092905.0
1092905243080168.0,0.300662,2.942696,1.234282,0.66742,-0.220263,-0.207812,-0.680331,1092905.0
1092905276408918.0,0.296742,2.958754,1.247198,0.66602,-0.221307,-0.209789,-0.680756,1092905.0
1092905309762905.0,0.293761,2.974726,1.263178,0.664442,-0.224242,-0.208156,-0.681838,1092905.0
1092905343091655.0,0.290698,2.987082,1.27895,0.666614,-0.218851,-0.205543,-0.682262,1092905.0
1092905376420405.0,0.288494,2.998473,1.294749,0.668767,-0.211634,-0.204575,-0.682723,1092905.0
1092905409621111.0,0.287561,3.012968,1.308923,0.666128,-0.213023,-0.204042,-0.685027,1092905.0
1092905442949861.0,0.286442,3.024848,1.322366,0.662387,-0.216838,-0.204841,-0.687215,1092905.0
1092905476278611.0,0.28516,3.036545,1.334712,0.661207,-0.21782,-0.206694,-0.687486,1092905.0
1092905509607361.0,0.283896,3.048132,1.345964,0.661629,-0.216137,-0.208924,-0.686938,1092905.0
1092905542943485.0,0.281787,3.058506,1.354306,0.661877,-0.214972,-0.207955,-0.687357,1092905.0
1092905576272235.0,0.280776,3.070579,1.362454,0.661906,-0.213711,-0.20573,-0.688392,1092905.0
1092905609467377.0,0.280512,3.086263,1.369471,0.661925,-0.211933,-0.20399,-0.689441,1092905.0
1092905642796127.0,0.279719,3.100333,1.373462,0.661413,-0.211105,-0.20273,-0.690556,1092905.0
1092905676124877.0,0.278989,3.116023,1.375446,0.6596,-0.212128,-0.205506,-0.691157,1092905.0
1092905709453627.0,0.278045,3.132755,1.37618,0.658944,-0.214334,-0.210051,-0.689734,1092905.0
1092905742627984.0,0.277755,3.153768,1.379066,0.65959,-0.216888,-0.211891,-0.687752,1092905.0
1092905775956734.0,0.277206,3.171348,1.380127,0.660145,-0.218881,-0.212401,-0.686429,1092905.0
1092905809285484.0,0.2768,3.189412,1.382268,0.662186,-0.219949,-0.216232,-0.682917,1092905.0
1092905842580535.0,0.278295,3.211033,1.385147,0.664384,-0.222535,-0.217897,-0.679406,1092905.0
1092905875909285.0,0.278831,3.228825,1.392177,0.666432,-0.225076,-0.214459,-0.677655,1092905.0
1092905909238035.0,0.279434,3.247052,1.401836,0.669509,-0.224857,-0.215405,-0.674387,1092905.0
1092905942667422.0,0.281516,3.267201,1.40691,0.671142,-0.229005,-0.224117,-0.668504,1092905.0
1092905975996172.0,0.282199,3.284674,1.420052,0.671189,-0.237503,-0.225334,-0.665073,1092905.0
1092906009324922.0,0.283103,3.299762,1.435099,0.672984,-0.239308,-0.218875,-0.664769,1092906.0
1092906042560736.0,0.284528,3.314909,1.446473,0.674389,-0.237421,-0.216113,-0.664926,1092906.0
1092906075889486.0,0.28526,3.329254,1.460751,0.673611,-0.239419,-0.213692,-0.66578,1092906.0
