时间,acce_x_avg,acce_y_avg,acce_z_avg,pos_x,pos_y,pos_z,平面速度,3d速度,平面位移,3d位移,角度
2024-08-29 22:55:16,8.090719518762056,3.374148989982791,4.525628503375968,0.1559126198508522,1.873171353338068,-0.0757395006214488,0.9155464847623266,0.9157568063941319,0.8863869103800831,0.8865905334014204,265.92502713624907
2024-08-29 22:55:17,7.93829555599243,3.3882695837398793,4.371697621288968,0.2500012258943256,2.81999409272204,-0.0720252976973684,0.9461620742742088,0.9462006840775495,0.9160274127997358,0.9160647929053483,265.003587283303
2024-08-29 22:55:18,8.101155497373316,3.5579957058509484,4.443351910041567,0.3152662521972657,3.856221535171509,-0.1344803334197998,1.0349433844994862,1.0368608552783127,1.001980841977937,1.00383724206147,262.551412960841
2024-08-29 22:55:19,8.217624237203752,3.4738134881635387,4.462956373924042,0.2995736728228401,4.842613964068245,-0.1812358653349035,0.9745625614870156,0.9758147246051289,0.9435233625224676,0.9447356450400991,268.86564715442535
2024-08-29 22:55:20,7.769397224151687,3.86918373261904,4.3629846282152025,0.0146688474051339,5.6101742605468745,-0.1701045228376116,0.8142923775371685,0.8143720686066331,0.7883574833955697,0.7884346363356012,292.554090498779
2024-08-29 22:55:21,8.1328343708874,3.223175756782172,4.595717853357763,-0.698033811018319,5.713325769093481,-0.1793327291049299,0.7247321034903373,0.7247894080950574,0.7016498460291968,0.7017053255186315,311.6182492022308
2024-08-29 22:55:22,8.306993221199127,3.1137316642452744,4.344751872838478,-1.346341765185547,5.352579642089844,-0.2166330192871093,0.7406976623886944,0.7417963655215575,0.7171067311766388,0.7181704410439012,315.42576193325056
2024-08-29 22:55:23,8.070733233327136,3.0270121720550947,4.355638333468429,-2.442615947254774,5.361333889599609,-0.2338356408691406,1.0956515988796833,1.0957086706744483,1.0607557909373373,1.0608110450316663,310.77389360922666
2024-08-29 22:55:24,8.294355613366102,2.989322335257638,4.4719360479397405,-3.4649107565174933,5.357915295643682,-0.2479678369565217,1.0269740308690063,1.027045122265659,0.9942653091475592,0.9943341363109984,309.436570104168
2024-08-29 22:55:25,8.362223242856068,3.226854963230947,4.286235732231744,-4.523613350530134,5.382090367215402,-0.2471988049107142,1.049811409845809,1.0498142215874835,1.0163755828264156,1.0163783050159028,312.16466814239266
2024-08-29 22:55:26,8.211906941455805,3.1988566828899967,4.413471518314456,-5.643465879406158,5.398147385672433,-0.2305235607910156,1.1141803633066327,1.114280529261478,1.078694153962021,1.0787911296703316,312.34976574291073
2024-08-29 22:55:27,8.088089284331993,3.1190491685354678,4.153505912571385,-6.845567263722139,5.363163439237707,-0.2435976487031824,1.2031344936213537,1.2031712606550726,1.1648154237079325,1.1648510197349657,315.84702594112235
2024-08-29 22:55:28,8.214619409776441,3.148004439913588,4.375466039918426,-7.993554219739759,5.278767517525338,-0.200236460686761,1.1552353761213012,1.1561101356286547,1.1184418626955432,1.1192887616678548,325.24896986903985
2024-08-29 22:55:29,8.238214304332853,3.1045989304942694,4.546139258411774,-8.948362431640625,4.9778218928222655,-0.1391029255371093,1.0036059157001669,1.0053038584616185,0.9716417043396529,0.973285568701948,8.997365941752488
2024-08-29 22:55:30,8.193221301347473,3.079427033691344,4.436390211048646,-9.596677376327516,4.343688415489197,-0.1654908249053955,0.8991623960119852,0.8998138529133014,0.8705246444563838,0.8711553528689155,68.75770153517777
2024-08-29 22:55:31,8.206654403386535,2.9511301457999877,4.261411969826618,-9.8214223671875,3.47982269375,-0.1620545583333333,0.907062954642083,0.9071537360552551,0.8781733538581993,0.8782612439188233,93.0239555554036
2024-08-29 22:55:32,8.498450677056656,2.977653014863991,4.058679157110604,-9.938273228571427,2.3961656375,-0.1549793946428571,1.089138763603365,1.0891627818652079,1.0544503853304457,1.054473638625895,94.53011249186808
2024-08-29 22:55:33,8.436475298099733,3.2029410009601174,4.067555356288953,-9.908218545502534,1.2204035749841635,-0.1439243898991765,1.1792835205199352,1.1792994250561846,1.1417235131379848,1.1417389111170844,96.71278208097564
2024-08-29 22:55:34,8.35712058156704,3.1984833122601457,4.061804258841803,-9.84132326677312,-0.0052905553869299,-0.1279638831226245,1.2211687296234277,1.2212323224736887,1.1822752807408534,1.1823368481992003,95.7815740243336
2024-08-29 22:55:35,8.20037671074697,3.163950537204225,3.9701682744477487,-9.750373297241213,-1.19425340226237,-0.1373949665120442,1.1876892451362386,1.1877232340409452,1.1498618066197608,1.1498947129911292,94.81437519053571
2024-08-29 22:55:36,8.30993880571454,3.2531985072585354,3.999494924328314,-9.661157463623049,-2.286182201416016,-0.1556639645996093,1.0782284646306186,1.0783883253449504,1.0438875724544987,1.0440423417065532,92.31449992541069
2024-08-29 22:55:37,8.406363336437916,3.2866537708545773,4.095295578491186,-9.6584875596493,-3.306984888032801,-0.1778993512393727,1.0339284958156523,1.0342691421568477,1.0009985295261916,1.0013283264976507,93.6197682182869
2024-08-29 22:55:38,8.3441614277571,2.7244850136985366,4.242409530663012,-9.676083,-3.654476,-0.172623,0.8115212823695969,0.811538402098273,0.2980145484239359,0.298020835293204,95.36071846705782
